,carat,potongan,warna,kejernihan,kedalaman,lebar,x,y,z,harga
22384,1.1,b'Ideal',b'D',b'VVS2',61.0,56.0,6.67,6.73,4.09,156150000
20761,1.05,b'Ideal',,b'VVS2',60.4,54.0,6.6,6.65,4.0,135000000
33240,0.41,b'Ideal',b'I',b'VS1',61.9,55.0,4.79,4.81,2.97,12360000
1628,0.78,b'Ideal',b'H',b'VVS2',61.7,55.0,5.9,5.94,3.65,45225000
20331,1.5,b'Ideal',b'I',b'SI1',64.2,59.0,7.13,7.1,,131040000
8209,0.91,b'Very Good',b'H',b'VS1',62.1,59.0,6.17,6.2,3.84,65550000
8417,1.51,b'Premium',b'H',b'I1',60.9,56.0,7.38,7.26,4.46,66060000
51372,0.74,b'Good',b'E',b'SI1',62.1,64.0,5.76,5.71,3.56,35490000
35194,0.31,b'Ideal',b'G',b'IF',61.6,55.0,4.35,4.38,2.69,13365000
33887,0.3,b'Ideal',b'E',b'VS2',61.8,56.0,4.32,4.29,2.66,12660000
34602,0.27,b'Very Good',b'E',b'VS1',62.9,56.0,4.12,4.15,2.6,7050000
46060,0.53,b'Good',b'D',b'VS2',63.4,55.0,5.11,5.23,3.28,26010000
14418,1.1,b'Premium',b'F',b'SI1',59.5,59.0,6.77,6.7,4.01,87315000
2476,1.0,b'Fair',b'H',b'SI2',64.4,57.0,6.35,6.29,4.07,47880000
37669,0.42,b'Premium',b'E',b'SI1',62.7,57.0,4.83,4.77,3.01,14880000
4064,0.31,b'Ideal',b'D',b'SI1',62.3,54.0,4.33,4.37,2.71,8565000
31449,0.4,b'Very Good',b'G',b'SI2',63.4,59.0,4.66,4.64,2.95,11475000
27889,0.3,b'Ideal',b'H',b'VVS1',61.2,57.0,4.3,4.39,2.66,9825000
9307,1.21,b'Premium',b'J',b'SI1',59.7,60.0,6.93,6.9,4.13,68610000
12704,0.26,b'Ideal',b'E',b'VVS1',61.7,57.0,4.07,4.1,2.52,8985000
24619,1.51,b'Fair',b'G',b'VS1',60.8,66.0,7.35,7.25,4.44,194220000
10460,1.14,b'Ideal',b'H',b'SI1',60.3,57.0,6.79,6.85,4.11,71835000
9891,0.9,b'Very Good',b'H',b'VS1',62.8,59.0,6.07,6.15,3.84,70275000
6609,1.0,b'Very Good',b'F',b'SI2',60.2,59.0,6.41,6.48,3.88,61230000
8264,0.9,b'Good',b'D',b'SI1',63.5,57.0,6.11,6.15,3.89,65715000
19049,0.3,b'Very Good',b'E',b'VVS2',59.7,57.0,4.37,4.43,2.62,9330000
26027,0.32,b'Very Good',b'F',b'VS2',62.8,53.0,4.34,4.38,2.74,9675000
28073,0.3,b'Ideal',b'D',b'VS1',61.8,56.0,4.3,4.34,2.67,9915000
45573,0.52,b'Ideal',b'G',b'VS1',62.7,56.0,5.14,5.16,3.23,25335000
23767,1.53,b'Premium',b'F',b'SI1',58.5,59.0,7.62,7.55,4.44,177300000
45964,0.24,b'Ideal',b'F',b'VVS1',61.8,59.0,4.0,4.03,2.48,7890000
8260,0.9,b'Very Good',,b'SI1',61.4,58.0,,6.23,3.81,65685000
2122,0.77,b'Ideal',b'G',b'VS1',62.4,54.0,5.93,5.89,3.69,46815000
8502,1.04,b'Ideal',b'I',b'SI1',61.4,55.0,6.5,6.59,4.02,66345000
50996,0.31,b'Premium',b'G',b'VS2',60.9,58.0,4.35,4.38,2.66,8160000
41423,0.58,b'Ideal',b'J',b'SI1',62.1,55.0,5.31,5.39,3.32,18405000
1147,0.72,b'Very Good',b'E',b'VS2',63.2,58.0,5.67,5.72,3.6,43845000
38415,0.35,b'Very Good',b'E',b'IF',57.9,56.0,4.71,4.75,2.74,15375000
7866,1.0,b'Very Good',b'E',b'SI2',62.5,59.0,6.31,6.37,3.96,64620000
15423,1.01,b'Good',b'D',b'VS2',64.0,58.0,6.3,6.24,4.01,92640000
24668,1.51,b'Very Good',b'F',b'VS2',63.7,60.0,7.2,7.24,4.6,195180000
4444,0.92,b'Premium',b'H',b'SI1',62.0,60.0,6.21,6.27,3.87,54270000
39881,0.42,b'Ideal',b'G',b'VVS2',62.7,56.0,4.77,4.74,2.98,16545000
51190,0.91,b'Good',b'I',b'SI1',64.0,58.0,6.01,5.99,3.84,35220000
38079,0.3,b'Premium',b'F',b'IF',60.7,58.0,4.37,4.33,2.64,15195000
22207,1.5,b'Good',b'H',b'VS1',63.4,59.0,7.2,7.29,4.59,153840000
913,0.63,b'Premium',b'E',b'IF',60.3,62.0,5.55,5.53,3.34,43185000
24809,1.71,b'Ideal',b'G',b'SI1',62.1,56.0,7.65,7.61,4.74,197940000
47846,0.53,b'Ideal',b'F',b'VS1',62.0,55.0,5.2,5.15,3.21,28620000
33217,0.34,b'Premium',b'G',b'VS1',62.2,55.0,4.52,4.48,2.8,12315000
3019,0.71,b'Ideal',b'G',b'VVS2',61.3,56.0,5.75,5.77,3.53,49605000
6578,1.0,b'Fair',b'E',b'SI2',64.6,60.0,6.23,6.18,4.01,61155000
43429,0.5,b'Very Good',b'D',b'SI1',60.3,59.0,5.11,5.14,3.09,21225000
44090,0.57,b'Ideal',b'H',b'VS1',61.7,54.0,5.33,5.36,3.3,23310000
52749,0.6,b'Premium',b'F',b'VVS2',61.1,58.0,5.41,5.45,3.32,38400000
33207,0.4,b'Ideal',b'J',b'SI1',61.2,56.0,4.77,4.81,2.93,12300000
33837,0.53,b'Ideal',b'I',b'SI2',61.8,55.0,5.22,5.26,3.24,12660000
33551,0.42,b'Ideal',b'H',b'VS1',61.8,55.0,4.82,4.85,2.99,12450000
15481,1.07,b'Ideal',b'F',b'SI1',62.3,56.0,6.51,6.53,4.06,93000000
39263,0.38,b'Premium',b'G',b'VS1',61.0,58.0,4.71,4.67,2.86,16035000
15029,1.0,b'Premium',b'G',b'VS2',61.6,58.0,6.43,6.39,3.95,90720000
50115,0.71,b'Very Good',b'H',b'SI1',63.1,56.0,5.62,5.69,3.57,33150000
52659,0.71,b'Premium',b'H',b'VS2',62.1,58.5,5.68,5.73,3.55,38235000
34516,0.33,b'Ideal',b'H',b'IF',61.9,55.0,4.42,4.44,2.74,13020000
40701,0.44,b'Very Good',b'E',b'VS1',60.7,58.0,4.88,4.91,2.97,17370000
41716,0.47,b'Good',b'F',b'VS1',59.0,60.2,5.04,5.09,2.99,18645000
6368,0.32,b'Premium',b'H',b'SI1',62.2,56.0,4.39,4.36,2.72,8640000
10282,1.11,b'Premium',b'G',b'SI2',62.3,58.0,6.65,6.61,4.13,71325000
40082,0.33,b'Ideal',b'E',b'VVS2',61.2,57.0,4.47,,2.73,16710000
25245,2.03,b'Very Good',b'D',b'SI2',63.1,58.0,8.02,7.98,5.05,207870000
42028,0.38,b'Ideal',b'E',b'VVS1',62.6,56.0,4.6,4.64,2.89,19005000
17023,1.02,b'Ideal',b'G',b'VS2',62.3,56.0,6.46,6.51,4.04,101940000
24122,2.12,b'Ideal',b'H',b'SI2',61.4,57.0,8.28,,5.07,184260000
50074,0.51,b'Ideal',b'F',b'VVS2',62.2,56.0,5.12,5.08,3.17,33045000
33878,0.3,b'Ideal',b'E',b'VS2',62.1,55.0,4.33,4.3,2.68,12660000
26477,2.0,b'Very Good',b'E',b'SI2',62.9,56.0,7.94,8.0,5.01,240960000
33209,0.4,b'Good',b'G',b'VS1',59.6,61.0,4.8,4.86,2.88,12300000
45636,0.25,b'Very Good',b'G',b'VVS1',60.6,55.0,4.12,4.14,2.5,7875000
52370,0.7,b'Premium',b'F',b'SI1',62.1,58.0,5.64,5.7,3.52,37560000
47187,0.57,b'Ideal',b'G',b'VS1',62.2,54.0,5.31,5.33,3.31,27555000
40632,0.41,b'Ideal',b'E',b'VS1',61.8,55.0,4.8,4.75,2.95,17295000
22186,1.07,b'Ideal',b'E',b'VVS2',61.3,56.0,6.53,6.6,4.02,153330000
40132,0.41,b'Ideal',b'H',b'VVS1',62.7,54.0,4.79,4.78,3.0,16725000
27147,1.59,b'Ideal',b'F',b'VS1',62.9,57.0,7.38,7.48,4.62,260490000
34700,0.46,b'Very Good',b'J',b'VS1',62.5,58.0,4.87,4.92,3.06,13110000
23546,1.53,b'Very Good',b'H',b'VS2',60.9,63.0,7.41,7.37,4.5,173355000
25566,2.0,b'Very Good',b'J',b'VS2',61.9,60.0,7.95,8.04,4.95,216045000
12055,0.34,b'Premium',b'I',b'VVS2',61.5,60.0,4.45,4.49,2.75,8940000
37978,0.51,b'Very Good',b'J',b'VS2',58.0,62.0,5.24,5.27,3.05,15120000
21522,1.05,b'Ideal',b'E',b'VS2',61.7,55.0,6.54,6.55,4.04,144360000
38220,0.43,b'Premium',b'F',b'SI1',60.6,59.0,4.87,4.84,2.94,15240000
13470,1.01,b'Premium',b'D',b'SI1',58.9,58.0,6.57,6.54,3.86,82980000
53648,0.71,b'Ideal',b'E',b'SI1',61.3,57.0,5.81,5.78,3.55,40560000
33934,0.33,b'Very Good',b'I',b'VS2',61.0,61.0,,4.46,2.71,6945000
21346,1.23,b'Premium',b'F',b'VS1',61.3,60.0,6.94,6.9,4.24,142335000
4881,0.76,b'Ideal',b'F',b'VVS2',60.9,57.0,5.89,5.96,3.61,55740000
9119,0.93,b'Very Good',b'F',b'SI1',61.1,58.0,6.26,6.3,3.84,68010000
38426,0.41,b'Ideal',b'F',b'VVS2',61.4,55.7,4.76,4.79,2.94,15390000
127,0.61,b'Very Good',b'D',b'VVS2',59.6,57.0,5.56,5.58,3.32,41445000
49318,0.32,b'Ideal',b'G',b'SI2',62.5,55.0,4.4,4.37,2.74,8100000
23833,1.52,b'Very Good',b'H',b'VS1',63.5,60.0,7.28,7.24,4.61,178680000
42870,0.43,b'Premium',b'F',b'VVS1',60.3,58.0,4.88,4.91,2.95,20370000
49539,0.72,b'Premium',b'E',b'SI2',61.7,58.0,5.79,5.74,3.56,31875000
18248,1.17,b'Ideal',b'G',b'VS2',61.3,56.0,6.79,6.81,4.17,111195000
27202,2.32,b'Ideal',b'I',b'SI2',62.0,57.0,8.45,8.49,5.25,262740000
7017,1.0,b'Good',b'F',b'SI1',63.7,58.0,6.29,6.34,4.02,62370000
12379,0.39,b'Very Good',b'G',b'SI2',63.2,57.0,4.65,4.57,2.92,8955000
20628,1.0,b'Premium',b'F',b'VVS2',60.6,54.0,6.56,6.52,3.96,133860000
41107,0.59,b'Ideal',b'F',b'SI2',61.7,54.0,5.4,5.46,3.35,17925000
50522,0.7,b'Very Good',b'E',b'SI2',63.1,56.0,5.66,5.63,3.56,34095000
33042,0.32,b'Ideal',b'G',b'VVS1',61.8,55.0,4.4,4.43,2.73,12210000
22516,1.51,b'Fair',b'G',b'VS2',58.1,67.0,7.59,7.49,4.38,158295000
52560,0.7,b'Ideal',b'H',b'VVS2',61.5,56.0,5.74,5.71,3.52,38040000
4386,0.31,b'Good',b'D',b'SI1',63.5,56.0,4.29,4.31,2.73,8565000
6178,0.9,b'Good',b'F',b'SI1',63.9,58.0,6.08,6.03,3.87,59880000
29816,0.3,b'Very Good',b'D',b'SI1',63.2,56.0,4.27,4.24,2.69,10635000
15859,1.03,b'Premium',b'E',b'VS2',60.0,59.0,6.54,6.6,3.94,95160000
52547,0.6,b'Ideal',b'G',b'IF',62.2,55.0,5.36,5.44,3.36,37995000
26933,3.0,b'Fair',b'I',b'SI2',64.8,59.0,8.93,8.73,5.72,254550000
17171,1.09,b'Ideal',b'G',b'VS1',62.5,56.0,6.63,6.55,4.12,102840000
2858,0.72,b'Ideal',b'H',b'VS1',60.7,55.0,5.83,5.85,3.54,49110000
26129,2.75,b'Premium',b'H',b'SI2',60.5,61.0,,8.97,5.48,231225000
17900,1.09,b'Ideal',b'G',b'VS2',60.6,57.0,6.68,6.73,4.06,108405000
22957,1.5,b'Premium',b'I',b'VVS2',61.4,58.0,7.38,7.32,4.51,165105000
2512,0.74,b'Ideal',b'F',b'VS2',62.1,56.0,5.83,5.79,3.61,48000000
10362,1.23,b'Ideal',b'I',b'SI2',62.3,55.0,6.85,6.82,4.26,71595000
42072,0.55,b'Good',b'D',b'SI2',63.3,56.0,5.21,5.24,3.31,19080000
6413,0.91,b'Very Good',b'D',b'SI1',63.1,61.0,6.16,6.1,3.87,60615000
31071,0.33,b'Ideal',b'G',b'VVS2',61.7,55.0,4.42,4.46,2.74,11280000
52136,0.7,b'Good',b'D',b'SI1',58.8,64.0,5.74,5.79,3.39,37020000
40328,0.53,b'Good',b'E',b'SI2',63.0,60.0,5.11,5.14,3.23,16905000
29853,0.3,b'Very Good',b'D',b'VS2',62.9,56.0,4.24,4.28,2.68,10650000
22411,1.23,b'Very Good',b'G',b'VVS1',61.3,57.0,6.88,6.96,4.24,156525000
15497,1.0,b'Ideal',b'F',b'VS2',62.8,57.0,6.35,,3.97,93135000
46775,0.53,b'Ideal',b'F',b'VS2',61.6,57.0,5.21,5.15,,27045000
50848,0.83,b'Premium',b'J',b'SI1',62.8,58.0,6.0,5.95,3.75,34665000
30427,0.32,b'Very Good',b'G',b'VVS2',60.9,61.0,,4.41,2.68,10950000
24368,0.31,b'Premium',b'E',b'VS1',61.0,60.0,4.35,4.37,2.66,9540000
18037,0.35,b'Very Good',b'E',b'SI1',62.7,57.0,4.47,4.52,2.82,9210000
4729,0.42,b'Very Good',b'G',b'SI2',59.5,61.0,4.85,4.9,2.9,8595000
5524,1.01,b'Good',b'G',b'SI2',63.7,58.0,6.31,6.35,4.03,57780000
33493,0.32,b'Premium',b'F',b'VS2',61.3,60.0,4.4,4.37,,12420000
5981,0.96,b'Very Good',b'G',b'SI2',63.1,56.0,6.29,6.22,3.95,59265000
416,0.32,b'Very Good',b'F',b'VS2',61.4,58.0,4.37,4.42,2.7,8340000
33418,0.32,b'Premium',b'H',b'VVS2',62.1,58.0,4.39,4.34,2.71,12420000
41624,0.24,b'Ideal',b'H',b'VVS1',61.5,55.0,3.99,4.02,2.46,7560000
32312,0.36,b'Ideal',b'E',b'VS2',62.6,56.0,4.52,4.56,2.84,11835000
17038,1.3,b'Ideal',b'I',b'VS1',62.1,57.0,6.98,7.04,4.35,102090000
49082,0.7,b'Ideal',b'E',b'SI2',62.0,56.0,5.71,5.74,3.55,30915000
47493,0.5,b'Ideal',b'G',b'VVS1',62.2,55.0,5.09,5.14,3.18,27975000
51045,0.73,b'Very Good',b'G',b'SI1',59.8,61.0,5.83,5.85,3.49,34950000
42687,0.45,b'Ideal',b'E',b'VVS2',61.9,56.0,,4.95,3.05,20055000
12205,1.11,b'Very Good',b'H',b'SI1',60.8,60.0,6.62,6.77,4.07,77880000
35172,0.31,b'Ideal',b'G',b'IF',61.3,54.0,4.38,4.4,2.69,13365000
24956,1.58,b'Ideal',b'E',b'SI1',61.0,57.0,7.5,7.55,4.59,201510000
41518,0.55,b'Very Good',b'I',b'VS2',58.5,62.2,5.39,5.4,3.16,18525000
11521,1.0,b'Very Good',b'E',b'SI1',63.3,56.0,6.31,6.39,4.02,75390000
32302,0.37,b'Premium',b'J',b'VS2',61.1,60.0,4.6,4.63,2.82,6810000
17114,1.01,b'Ideal',b'G',b'VS2',60.6,57.0,6.47,6.53,3.94,102390000
2364,0.7,b'Good',b'E',b'VS1',63.6,58.0,5.67,5.62,3.59,47625000
6843,0.9,b'Very Good',b'F',b'VS2',62.7,62.0,6.11,6.17,3.85,61860000
35167,0.31,b'Ideal',b'G',b'IF',61.4,55.0,4.36,4.4,2.69,13365000
2505,0.71,b'Ideal',b'F',b'VS1',62.6,57.0,5.7,5.73,3.58,47985000
40245,0.37,b'Ideal',b'D',b'VS2',61.0,56.0,4.7,4.65,2.85,16860000
46419,0.5,b'Ideal',b'E',b'VS2',60.8,55.0,5.19,5.16,3.15,26520000
51119,0.57,b'Ideal',b'F',b'VVS2',62.0,55.0,5.3,5.31,3.29,35085000
13532,1.12,b'Ideal',b'E',b'SI2',62.0,57.0,6.61,6.63,4.11,83190000
28201,0.4,b'Very Good',b'E',b'SI2',62.9,59.0,4.66,4.69,2.94,9990000
44652,0.35,b'Good',b'G',b'SI1',63.8,54.0,4.46,4.48,2.85,7830000
1794,0.7,b'Very Good',b'G',b'VVS2',60.2,61.0,5.66,5.74,3.43,45780000
21181,1.58,b'Ideal',b'I',b'SI1',61.7,56.0,7.55,7.48,4.64,140025000
45686,0.54,b'Ideal',b'H',b'VVS2',61.8,56.0,5.25,5.27,3.25,25440000
36097,0.32,b'Premium',b'F',b'VVS1',61.3,58.0,,4.4,2.69,13890000
25622,1.04,b'Ideal',b'D',b'IF',61.8,57.0,6.49,6.52,4.02,217410000
52970,0.4,b'Ideal',b'J',b'SI1',62.2,57.0,4.71,4.74,2.94,8280000
44659,0.35,b'Premium',b'D',b'SI2',60.8,58.0,4.51,4.57,2.76,7830000
45051,0.52,b'Very Good',b'E',b'VS2',63.0,58.0,5.07,5.12,3.21,24615000
15347,1.0,b'Premium',b'G',b'VS2',61.9,58.0,6.45,6.41,3.98,92400000
36280,0.32,b'Good',b'G',b'SI1',63.5,56.0,4.35,4.38,2.77,7155000
31299,0.32,b'Ideal',b'D',b'VS2',61.9,57.0,4.37,4.39,2.71,11370000
23475,1.07,b'Very Good',b'E',b'IF',58.6,63.0,6.7,6.79,3.95,172125000
39964,0.4,b'Very Good',b'E',b'VVS2',61.0,55.0,4.77,4.81,2.92,16590000
16015,1.01,b'Good',b'G',b'VS1',59.2,63.0,6.5,6.48,3.84,96105000
49435,0.72,b'Very Good',b'I',b'VS2',61.8,60.0,5.72,5.76,3.55,31635000
16066,1.2,b'Premium',b'H',b'VS2',62.5,58.0,6.77,6.73,4.23,96240000
11552,1.17,b'Ideal',b'F',b'SI1',63.0,54.0,6.71,6.66,4.21,75480000
14480,1.2,b'Premium',b'H',b'SI2',62.3,59.0,6.82,6.75,4.23,87690000
28270,0.25,b'Fair',b'E',b'VS1',55.2,64.0,4.21,4.23,2.33,5415000
46051,0.54,b'Ideal',b'E',b'VS1',62.6,55.0,5.2,5.22,3.26,25980000
33366,0.41,b'Ideal',b'G',b'VS2',61.4,55.0,4.75,4.8,2.93,12405000
20713,0.31,b'Ideal',b'G',b'VS1',61.4,56.0,4.36,4.37,2.68,9375000
31509,0.34,b'Premium',b'G',b'VS2',61.2,59.0,4.49,4.43,2.73,11475000
52587,0.79,b'Ideal',b'I',b'SI1',60.5,58.0,5.97,5.99,3.62,38085000
13644,1.13,b'Very Good',b'F',b'SI1',63.2,56.0,6.66,6.69,4.22,83760000
11532,1.05,b'Very Good',b'H',b'SI1',63.2,56.0,6.51,6.47,4.1,75405000
40877,0.52,b'Ideal',b'F',b'SI2',61.4,56.0,5.18,5.21,,17640000
18946,1.06,b'Ideal',b'G',b'VS1',61.2,56.0,,6.62,,116850000
15173,1.01,b'Very Good',b'H',b'VVS2',63.3,57.0,6.39,6.35,4.03,91455000
51577,0.77,b'Very Good',b'I',b'VS2',63.1,58.0,5.86,5.7,3.65,35865000
51606,0.7,b'Fair',b'F',b'SI2',65.1,52.0,5.64,5.57,3.65,35910000
44559,0.52,b'Ideal',b'D',b'SI1',61.8,56.0,5.18,5.15,3.19,24075000
47157,0.55,b'Ideal',b'G',b'VS2',61.1,57.0,5.29,5.31,3.24,27495000
32626,0.23,b'Very Good',b'D',b'VVS2',62.4,53.0,3.94,3.95,2.46,6870000
37322,0.5,b'Good',b'D',b'SI2',63.7,60.0,5.09,5.02,3.22,14685000
14266,1.34,b'Ideal',b'I',b'SI2',61.3,55.0,7.16,7.12,4.38,86670000
10657,1.0,b'Good',b'G',b'VS2',56.7,62.0,6.64,6.59,3.75,72570000
37273,0.26,b'Ideal',b'H',b'VS1',62.2,55.0,4.08,4.09,2.54,7230000
42894,0.51,b'Premium',b'H',b'VS2',58.5,61.0,5.26,5.23,3.07,20385000
40364,0.51,b'Good',b'E',b'SI2',63.3,56.0,5.08,5.12,3.23,16950000
50191,0.68,b'Premium',b'E',b'SI1',62.0,59.0,5.67,5.65,3.51,33360000
6396,1.02,b'Premium',b'H',b'SI1',59.1,60.0,6.59,6.54,3.88,60555000
25691,0.4,b'Very Good',b'E',b'SI2',62.1,60.0,4.65,4.69,2.9,9660000
22576,1.5,b'Very Good',b'E',b'SI1',58.6,62.0,7.43,7.46,4.36,159390000
10101,0.9,b'Very Good',b'F',b'VS2',63.2,57.0,6.12,6.07,3.85,70725000
45875,0.51,b'Very Good',b'E',b'VS1',60.0,57.0,5.18,5.25,3.13,25755000
34058,0.36,b'Ideal',b'D',b'SI1',61.5,56.0,4.64,4.56,2.83,12765000
35379,0.41,b'Premium',b'G',b'VS1',61.9,58.0,4.75,4.78,2.95,13485000
38085,0.3,b'Ideal',b'E',b'VVS2',61.8,56.0,4.35,4.33,2.68,15195000
34255,0.53,b'Ideal',b'J',b'SI2',61.9,54.0,5.2,5.23,3.23,12840000
35153,0.4,b'Ideal',b'D',b'VS2',62.1,53.0,4.77,4.8,2.97,13350000
33151,0.31,b'Premium',b'E',b'VVS2',60.4,59.0,4.34,4.37,2.63,12240000
47803,0.66,b'Ideal',b'E',b'SI1',62.8,57.0,5.58,5.53,3.49,28515000
34469,0.38,b'Ideal',b'E',b'VS1',62.2,55.0,,4.67,2.89,12990000
48203,0.53,b'Ideal',b'G',b'VVS2',61.7,56.0,5.2,5.23,3.22,29220000
53086,0.71,b'Ideal',b'D',b'SI2',61.1,57.0,5.77,5.79,3.53,39180000
28682,0.24,b'Ideal',b'F',b'IF',61.0,57.0,4.04,4.07,2.47,10170000
11348,1.01,b'Ideal',b'H',b'SI1',62.6,54.0,6.38,6.34,3.98,74835000
5077,0.91,b'Very Good',b'E',b'SI2',63.8,60.0,6.05,6.09,3.87,56265000
23851,1.51,b'Ideal',b'D',b'SI1',61.9,57.0,7.42,7.35,4.57,179130000
7722,0.26,b'Premium',b'E',b'VS2',62.1,56.0,4.13,4.11,2.56,8700000
3684,0.81,b'Ideal',b'H',b'SI1',61.4,56.0,6.0,6.05,3.7,51690000
16067,1.2,b'Premium',b'H',b'VS2',62.4,59.0,6.73,6.69,4.19,96240000
12100,1.01,b'Very Good',b'I',b'VS1',61.7,59.0,6.45,6.51,4.0,77475000
2630,0.74,b'Premium',b'E',b'VS2',62.7,58.0,5.77,5.72,3.6,48420000
33757,0.31,b'Ideal',b'G',b'IF',61.5,57.0,4.35,4.37,2.68,12600000
2184,1.0,b'Premium',b'G',b'SI2',62.5,59.0,6.41,6.33,3.98,47040000
41613,0.27,b'Very Good',b'H',b'VVS1',61.2,57.0,4.15,4.18,2.55,7560000
21911,1.32,b'Premium',b'G',b'VS1',60.6,57.0,7.14,7.09,4.31,149685000
6838,0.91,b'Premium',b'D',b'SI2',62.2,59.0,6.19,6.23,3.86,61845000
40209,0.31,b'Premium',b'F',b'IF',60.8,59.0,4.39,4.36,2.66,16830000
5353,0.73,b'Fair',b'E',b'VVS2',57.4,59.0,5.99,5.95,3.43,57195000
10573,0.9,b'Ideal',b'D',b'SI1',62.6,55.0,6.1,6.16,3.84,72285000
50305,0.31,b'Ideal',b'I',b'VS1',61.7,55.0,4.39,4.36,2.7,8160000
53605,0.7,b'Ideal',b'F',b'VVS2',61.9,55.0,5.72,5.68,3.53,40515000
11957,0.9,b'Very Good',b'G',b'VS1',61.4,57.0,6.2,6.24,3.82,77025000
11990,0.91,b'Very Good',b'E',b'VS2',61.1,58.0,6.2,6.28,3.81,77175000
1935,0.85,b'Ideal',b'G',b'SI1',62.0,54.0,6.08,6.11,3.78,46260000
5856,1.0,b'Premium',b'J',b'SI1',58.7,58.0,6.55,6.51,3.83,58800000
25668,1.5,b'Premium',b'F',b'VS2',61.5,58.0,7.32,7.34,4.51,218790000
2057,0.32,b'Very Good',b'E',b'SI1',62.2,57.0,4.38,4.43,2.74,8415000
42224,0.52,b'Ideal',b'E',b'SI2',62.9,56.0,5.12,5.08,3.21,19350000
36547,0.4,b'Premium',b'F',b'SI1',62.5,59.0,4.71,4.67,,14175000
5653,0.9,b'Good',b'F',b'SI1',63.6,59.0,6.12,6.07,3.88,58215000
4805,0.9,b'Very Good',b'F',b'SI1',63.4,57.0,6.06,6.11,3.86,55485000
50225,0.7,b'Very Good',b'F',b'SI1',60.6,58.0,,5.78,3.49,33465000
21928,1.7,b'Ideal',b'J',b'VS2',60.5,58.0,7.73,7.74,4.68,150030000
20302,1.01,b'Fair',b'D',b'VVS2',65.4,57.0,6.2,6.16,,130740000
35583,0.35,b'Ideal',b'F',b'VS2',62.6,56.0,4.52,4.49,2.82,13590000
51472,0.73,b'Very Good',b'H',b'SI1',62.6,58.0,5.75,5.76,3.6,35655000
3271,1.0,b'Very Good',b'I',b'SI2',58.3,63.0,6.53,6.5,3.8,50400000
16358,0.3,b'Good',b'D',b'VS2',64.1,57.0,4.25,4.21,2.71,9120000
25359,0.31,b'Very Good',b'G',b'VVS1',61.9,55.0,4.36,4.4,2.71,9630000
38156,0.32,b'Ideal',b'D',b'VVS2',61.7,55.0,4.42,4.39,2.72,15210000
34502,0.4,b'Very Good',b'G',b'VVS2',60.6,59.0,4.74,4.8,2.89,13020000
1247,0.71,b'Very Good',b'E',b'VS1',63.3,59.0,5.64,5.67,3.58,44190000
9783,1.19,b'Very Good',b'I',b'SI1',63.2,58.0,6.82,6.7,4.27,69975000
28,0.23,b'Very Good',b'D',b'VS2',60.5,61.0,3.96,3.97,2.4,5355000
10246,1.01,b'Ideal',b'H',b'SI1',62.6,55.0,,6.43,4.01,71235000
46613,0.51,b'Very Good',b'D',b'VS2',60.5,60.0,5.16,5.19,3.13,26805000
35992,0.42,b'Ideal',b'G',b'VS1',61.2,54.0,4.82,4.86,2.96,13815000
37157,0.32,b'Ideal',b'D',b'VS2',62.1,54.0,4.46,4.4,2.75,14580000
49799,0.78,b'Very Good',b'J',b'SI1',58.0,61.0,6.07,6.13,3.54,32460000
11680,1.0,b'Good',b'E',b'SI1',64.2,58.0,6.25,6.28,4.02,75915000
3576,0.71,b'Very Good',b'D',b'VS1',62.0,61.0,5.71,5.74,3.55,51300000
14189,1.07,b'Good',b'H',b'VS2',63.8,57.0,6.54,6.47,4.15,86370000
29220,0.34,b'Ideal',b'I',b'IF',61.3,55.0,4.52,4.55,2.78,10425000
30520,0.26,b'Ideal',b'E',b'VVS2',61.3,57.0,4.12,4.15,2.53,10995000
11040,0.33,b'Premium',b'E',b'SI2',59.7,58.0,4.53,4.48,2.69,8910000
14515,1.0,b'Good',b'G',b'VS1',64.2,61.0,6.23,6.29,4.02,87945000
30736,0.31,b'Premium',b'H',b'IF',60.8,59.0,,4.39,2.66,11085000
23939,2.5,b'Premium',b'H',b'SI2',62.7,59.0,8.65,8.61,5.41,181065000
52109,0.7,b'Good',b'D',b'SI2',59.3,60.0,5.74,5.8,3.42,36915000
8376,0.31,b'Good',b'F',b'VS2',63.6,54.0,4.28,4.33,2.74,8745000
45533,0.55,b'Ideal',b'H',b'VS1',61.2,56.0,5.26,5.3,3.23,25290000
1619,0.81,b'Ideal',b'E',b'SI2',60.1,57.0,6.07,6.1,3.66,45195000
32892,0.36,b'Ideal',b'E',b'SI1',62.1,56.0,4.59,4.56,2.84,12150000
51229,0.72,b'Premium',b'G',b'SI1',62.8,60.0,5.78,5.68,3.6,35280000
50450,0.7,b'Very Good',b'F',b'SI1',61.1,59.0,5.68,5.78,3.5,33960000
19795,1.57,b'Ideal',b'J',b'VS2',62.3,54.0,7.5,7.49,4.67,125445000
29226,0.31,b'Fair',b'G',b'VS1',64.6,55.0,4.31,4.26,,10425000
12953,1.3,b'Ideal',b'H',b'VS2',62.9,56.0,7.0,6.96,4.39,80805000
47662,0.23,b'Very Good',b'E',b'VVS2',61.8,58.0,3.92,3.94,2.43,7950000
38434,0.38,b'Ideal',b'F',b'VS2',62.0,56.0,4.66,4.63,2.88,15390000
12491,1.08,b'Ideal',b'G',b'SI1',61.8,56.0,6.55,6.58,4.06,78840000
